Date,Anger,Disgust,Fear,Joy,Sadness,Analytical,Confident,Tentative,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional Range,notes
7/15/12 21:30,0.195225,0.065777,0.259285,0.079293,0.398231,0.801827,0.0,0.0,0.108719,0.266775,0.363268,0.464353,0.098051,changed my fitbit sensitivity back to normal
7/16/12 1:45,0.292353,0.101495,0.305632,0.06298,0.275633,0.687768,0.0,0.497569,0.007604,0.461946,0.307242,0.626958,0.440395,Forgot to wear my fitbit for about two hours tonight :-(
7/16/12 15:55,0.555004,0.000916,0.003089,0.227829,0.082697,0.52089,0.302882,0.0,0.114597,0.735571,0.567332,0.359686,0.392516,"Hello ,By way of this note, I would like to introduce you to your Wellness Expert team for the duration of your time in the Retrofit program. Please work together to get your initial Wellness Expert sessions scheduled with each expert as follows:Week of 7/16/2012 (current week)Registered Dietitian ()Week of 7/23/2012Behavior Coach ()Week of 7/30/2012Exercise Physiologist (): You can access each of their bio's and applicable contact information (Skype handle/email/phone) from your Retrofit dashboard.Team:  prefers her Skype sessions take place during-- Afternoons and evenings-- WeekendsPlease be sure to note your appointment times on the client dashboard once confirmed. Lastly, please request  as a contact on Skype so you can easily connect at your first session."
7/16/12 17:20,0.052365,0.00812,0.018279,0.616414,0.145491,0.779599,0.0,0.770435,0.00817,0.992318,0.872576,0.998954,0.659378,"Hi ,I am excited to get to work with you!  I can do any evening this week Wed-Friday....let me know what would work best for you.  I will email you as well.  Take care."
7/16/12 18:19,0.022478,0.011951,0.085786,0.632438,0.10028,0.0,0.0,0.75152,0.293562,0.829363,0.133975,0.578255,0.208906,Yay!  I found a new Pilates studio in town that has lots of classes that I could attend.
7/16/12 18:19,0.101872,0.05878,0.049143,0.680215,0.50005,0.095107,0.0,0.862686,0.137663,0.924241,0.538151,0.641517,0.265673,"Well on that awesome note... Welcome to the Retrofit family! I am so excited to be on this journey with you! I will be your Exercise Physiologist for the duration of your program :)What does the week of the 30th look like for you? I am pretty much wide open in terms of evenings or first thing on weekend mornings. I am unavailable on Wednesdays. Please throw out some dates/times and Lets get us on the books!I so look forward to """"meeting"""" you! Happy Monday!"
7/16/12 18:19,0.283311,0.007849,0.088716,0.102053,0.465622,0.329793,0.0,0.664718,0.18847,0.37495,0.381492,0.579694,0.105425,"Here you go in order of preference: Monday the 30th at 6:30 pm; Mon, Tue, or Thur at 12:30 pm; Tue or Thur at 6:30 pm."
7/16/12 18:19,0.073044,0.001647,0.00973,0.74996,0.054018,0.0,0.979426,0.0,0.197722,0.343556,0.685511,0.460722,0.118899,Monday at 6:30 is perfect! Setting us up now!
7/16/12 18:19,0.01991,0.002674,0.012525,0.87437,0.028238,0.0,0.0,0.0,0.114669,0.355873,0.624442,0.664713,0.428438,Great!  Looking forward to it :-)
7/17/12 1:51,0.19955,0.007933,0.044673,0.475554,0.108014,0.0,0.0,0.789226,0.150693,0.230451,0.476454,0.88446,0.014702,"Hi , I'm  and i'm excited to be your behavior coach!  I would be available to meet at any time on Sunday between 9AM and 9 PM other than 11 AM and 7PM"
7/17/12 1:51,0.144322,0.043944,0.077406,0.212228,0.397427,0.0,0.0,0.884138,0.222339,0.608333,0.579784,0.911627,0.803717,Hi .  Would that be Sunday the 29th?  How about 6 pm?
7/17/12 1:51,0.091028,0.01041,0.114055,0.185047,0.47432,0.405753,0.0,0.0,0.013867,0.953857,0.141541,0.562351,0.964645,"No, it would be Sunday the 22nd.  Does 6:00 PM work for you then?"
7/17/12 1:51,0.112046,0.091149,0.020478,0.52098,0.108237,0.694442,0.0,0.0,0.851446,0.842889,0.948473,0.974245,0.808041,"Yes, that's fine with me. See you then."
7/17/12 3:39,0.186145,0.034027,0.098785,0.113604,0.505548,0.0,0.0,0.0,0.237334,0.274434,0.542914,0.599453,0.274812,at 8pm
7/17/12 14:10,0.070273,0.017044,0.134916,0.338749,0.271319,0.0,0.0,0.0,0.254877,0.273058,0.522381,0.586487,0.393685,BMI under 30 today!!!!
7/17/12 14:10,0.168666,0.016468,0.022652,0.536787,0.096605,0.0,0.0,0.0,0.306457,0.274519,0.543499,0.5996,0.332275,Yes!
7/17/12 14:12,0.100721,0.044949,0.41714,0.011643,0.488212,0.762356,0.0,0.0,0.003362,0.304596,0.392708,0.569746,0.446467,Forgot to wear my Fitbit to work today :-(
7/17/12 18:34,0.091181,0.110904,0.257027,0.01349,0.594477,0.530786,0.0,0.0,0.044324,0.522188,0.025535,0.22152,0.209146,Picked up fitbit at lunch.  Sleep data from last night seems to be most accurate yet.  Will keep it on normal sensitivity level.
7/17/12 20:35,0.213462,0.011308,0.4127,0.190268,0.09019,0.0,0.0,0.0,0.112007,0.466979,0.412258,0.469719,0.391307,Have a Pilates class scheduled for Thursday :-)
7/17/12 20:35,0.023655,0.020866,0.028746,0.833891,0.020203,0.994849,0.0,0.0,0.047332,0.604723,0.580913,0.996237,0.132752,Look at you go! Fantastic! I can't wait to hear what you think of it! I personally LOVE pilates.
7/18/12 1:24,0.026018,0.041047,0.030646,0.657673,0.106679,0.094752,0.874372,0.0,0.089987,0.737424,0.935737,0.700507,0.713166,Love all of your food logging!!!!  Way to go!
7/18/12 19:00,0.166158,0.121113,0.172601,0.170863,0.303816,0.30971,0.0,0.0,0.524309,0.303328,0.574986,0.54174,0.152056,and 2 multigrain crackers
7/22/12 23:55,0.004213,0.007753,0.036629,0.706409,0.111024,0.210076,0.0,0.072615,0.272525,0.487314,0.135372,0.361672,0.115281,"Hey , it was so great to meet you today.  Below are the articles, book title and  tasks we discussed. I���m excited to work together and look forward to seeing your posts. TasksContinue stress breaks into day Continue logging food consistently Start reaching out using the dashboard to track successes Eat one meal mindfully per weekBookFull Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness by Jon Kabat-ZinnEating Mindfully Checklisthttp://eatingmindfully.com/wp-content/uploads/2012/01/Awarenesschecklist.pdfEating Mindfully Graphicshttp://eatingmindfully.com/wp-content/uploads/2012/01/mindfuleatingplate1.pdfSelf Rating Hunger Scalehttp://medweb.mit.edu/pdf/hunger_scale.pdfTips for avoiding mindless eating/general tips to eat lesshttp://mindlesseating.org/pdf/Mindless_Dieting_01.pdfMindful Dieting Websitehttp://www.beckdietsolution.com/Listening to Hungerhttp://amihungry.com/pdf/consumed-newsletter-vol-ii-issue-3.pdf"
7/23/12 1:53,0.679925,0.025226,0.018489,0.036321,0.25089,0.0,0.0,0.968123,0.792658,0.774909,0.033194,0.401285,0.409486,Just ordered the Kabat-Zinn book. :-)
7/23/12 16:10,0.193353,0.077126,0.2743,0.000912,0.543567,0.49129,0.0,0.465022,0.065834,0.187534,0.010568,0.001711,0.407078,"Went to doctor this morning for a flare up of Morton's neuroma on my left foot.  It causes burning pain on the top and bottom foot at the base of the toes.  Received an injection and am supposed to stay off my feet for a few days.  I have a wheelchair stored in the garage.  I'm going to take it out and use that at home to get my """"steps"""" in for the next few days."
7/23/12 16:10,0.192893,0.102983,0.45492,0.59154,0.282185,0.816179,0.0,0.916662,0.393888,0.62961,0.891649,0.631,0.398137,"That sounds terrible. I am so sorry! Have you been getting these flare ups on and off over the years? How often? Can you recall any time when it """"triggers"""" it per se?On the positive side.. You will be getting a good upper body workout wheeling yourslef around :)"
7/23/12 16:10,0.161276,0.080523,0.198212,0.494441,0.520796,0.690729,0.0,0.854854,0.203827,0.659022,0.034439,0.371301,0.537152,"Yes, I have had this for several years.  I think it is related to when I broke that foot five years ago.  It has been under fairly good control that past year because I learned some exercises at PT that I now do at home.  I think it flared up after I went rowing a couple of weeks ago due to the strap that holds your foot in.  I have been rowing since and focused on not pulling my feet against the straps and did fine.  Do you have any suggestions for a good video for wheelchair exercises/aerobics?  I need to figure out some back up exercises I can do in these instances."
7/23/12 16:10,0.009693,0.026585,0.72513,0.032555,0.216623,0.0,0.0,0.966403,4.8e-05,0.083459,0.36589,0.748584,0.049665,So sorry to hear. feel better!
7/23/12 16:10,0.236132,0.020921,0.056352,0.120317,0.494214,0.672469,0.0,0.75152,0.38589,0.993044,0.265034,0.988452,0.597468,I will send a few links you way some time this week!
7/23/12 19:53,0.075908,0.07047,0.558139,0.00063,0.377847,0.0,0.0,0.808202,0.010104,0.12184,0.930505,0.953539,0.801896,So sorry to hear about your foot. What a bummer!Did you get your wheelchair?
7/23/12 19:53,0.309395,0.040707,0.103328,0.037777,0.532815,0.711937,0.0,0.152176,0.008141,0.216087,0.006108,0.204733,0.259575,"Yes, I have one from when I broke it.  I just have to limit being on my foot for a couple of days so I'll use it at home in the evenings so that I can stay mobile/active rather than sitting at the computer or TV all night."
7/24/12 2:17,0.10364,0.191277,0.174492,0.149042,0.338453,0.0,0.0,0.0,6.7e-05,0.882303,0.342551,0.939126,0.567628,So much for staying off my feet.  I ended up having to go back to work tonight.  I can 't say I ate dinner mindfully tonight but I did take the time to prepare the right food.
7/24/12 15:54,0.033164,0.011075,0.075364,0.669188,0.076234,0.0,0.0,0.0,0.243751,0.201956,0.479516,0.301616,0.225221,Yay!  Weight is down in the 185 range.
7/24/12 15:54,0.034398,0.033088,0.050515,0.742027,0.035974,0.997482,0.0,0.0,0.285067,0.345875,0.738715,0.721256,0.746832,Look at you! Congrats!
7/24/12 15:54,0.008553,0.004766,0.043687,0.739743,0.08344,0.0,0.0,0.0,0.127559,0.276653,0.537369,0.598416,0.382065,Nice work!
7/24/12 18:41,0.367448,0.024013,0.190233,0.000767,0.497327,0.923384,0.0,0.89368,0.190274,5.6e-05,1.3e-05,0.200862,0.000726,My foot feels a lot better today in spite of the fact that I did not minimize my weight bearing per doctors suggestion.  This has historically been part of my problem.  I will push myself regarding my various orthopedic problems and than end up having to sit out longer - vicious cycle. I really have to work sometimes to tell myself that I need to stop doing something or not do something that particular day because I am feeling pain.
7/25/12 3:59,0.104218,0.128859,0.398657,0.109652,0.247077,0.0,0.842017,0.0,0.615402,0.98962,0.491849,0.881929,0.292207,Wednesday will be a challenge.  I will be working late and out of town with a group of coworkers.  Will have to carefully plan and take food with me.
7/25/12 19:07,0.117685,0.195127,0.178535,0.484629,0.668027,0.724593,0.0,0.84639,0.000224,0.825777,0.000488,0.825923,0.181344,"Woo Hoo!  Done over three pounds now.Yesterday evening, I attempted to mindfully eat dinner. TV off, reading material put away.  I started off great but then started to go over in my head what needed to be done at work today.  Didn't realize it until the meal was almost oever. Need more practice!"
7/26/12 3:11,0.040864,0.019933,0.181134,0.546184,0.060915,0.0,0.0,0.902459,0.003285,0.541876,0.765962,0.651622,0.73732,This is great! How did your foot feel during class?
7/26/12 3:11,0.052287,0.067449,0.613935,0.002526,0.338144,0.679906,0.0,0.942922,0.516968,0.02249,0.000299,0.935146,0.007125,"I was kind of worried about it, thinking I might have to sit out some things, but I didn't have any problems with it."
7/26/12 3:11,0.096495,0.019279,0.235768,0.420388,0.075223,0.0,0.0,0.0,0.196548,0.275388,0.542601,0.600878,0.3672,Oh good!
7/27/12 18:43,0.179274,0.06896,0.112984,0.568803,0.51449,0.500169,0.0,0.284006,0.174546,0.988605,0.21309,0.821581,0.856172,"Hey ...Looking good! I wanted to let you know that Sunday, July 29th, we will be doing system maintenance and you may not be able to log food or exercise during the system update. We apologize for the inconvenience. The update is planned from 7am-11am and we will do our best to keep any service interruption to a minimum. Also, if you haven't already, please complete our quarterly client survey so we can be sure we're doing everything we can to make Retrofit the best healthy living weight loss program out there. It will take only a few minutes and give us valuable insight. It's totally confidential if you want it to be! You can find the survey here: https://www.surveymonkey.com/s/RetrofitClientSurveyJuly12"
7/28/12 16:24,0.269898,0.164979,0.20104,0.000877,0.477259,0.0,0.0,0.959646,0.093102,0.050416,0.314849,0.324159,0.002356,"As I lose weight, my fat % is increasing.  I'm wondering why that is???"
7/28/12 16:24,0.113881,0.062599,0.160773,0.31841,0.203828,0.788671,0.0,0.85591,0.324411,0.030359,0.170804,0.074713,0.096109,It's fluctuating a little.... This can be normal depending on your hydration level at the time of weigh in. We'll keep an eye on it.
7/31/12 0:03,0.144602,0.05624,0.06598,0.237797,0.362998,0.0,0.0,0.0,0.027577,0.569926,0.082701,0.24871,0.455482,Nice work on losing weight for each of the first three weeks!
7/31/12 1:00,0.150839,0.065713,0.107828,0.661299,0.548503,0.788414,0.101545,0.0,0.104681,0.871257,0.116154,0.372351,0.597787,"It was so great to meet you tonight ! You are heading on the right track, that's for sure. A few key points I want you take away from our session are:Goals:- CONSISTENCY IS KEY; I want you to continue your routine for the next 3 weeks and not skip a beat.- Make the conscious effort to increase her steps during the week; I want the intention at this point in time.. Progress, not perfection! - Log everything��� Never skip more than 2 days of exercise in a row���Something is ALWAYS better than nothing���Be efficient. Work out smarter not necessarily harder/longer���Choosing exercises you enjoy will increase the likelihood of compliance���Make exercise as convenient as possible���Be flexible with your exercise routine. Instead of skipping a workout because you���re pressed for time, do an abbreviated versionI cannot wait to keep an eye on your progress! Log away! If you ever have any questions please reach out.. That's what we are here for!Talk to you soon!"
8/1/12 3:51,0.168494,0.463676,0.040801,0.117779,0.219643,0.0,0.0,0.0,0.087091,0.116798,0.639933,0.585739,0.230297,I changed my profile picture to a picture of my bathroom window.  My boyfriend puts notes of encouragement on the mirror each day.
8/1/12 3:51,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.641061,0.342378,0.497209,0.685129,0.336393,I love that!
8/1/12 3:51,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.240841,0.274778,0.547904,0.6014,0.276408,So sweet!
8/1/12 3:51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.526198,0.280236,0.572876,0.610268,0.544212,That's awesome!
8/2/12 3:15,0.100991,0.18284,0.254873,0.183032,0.222697,0.785054,0.0,0.840028,0.168922,0.736539,0.495342,0.904751,0.578624,Tomorrow I'll be driving to San Antonio and back.  I'll take food for breakfast/snacks with me but will probably go out to eat with coworkers.  Since I'm from out of town I'll probably get to choose the place. I'll have to choose someplace where I can get a salad or fish.  Preferably a place that doesn't put bread on the table.
8/3/12 3:35,0.057023,0.069093,0.170823,0.179045,0.422842,0.0,0.0,0.664175,0.005396,0.636192,0.386436,0.617748,0.418411,Had a long exhausting day to San Antonio and back.  Did good on my food intake but not quite up to 5000 steps :-(
8/3/12 3:35,0.136029,0.237715,0.068542,0.114319,0.424152,0.895415,0.751512,0.0,0.029444,0.695935,0.195467,0.240334,0.706104,Celebrate the fact thst despite the exhausting day you kept to the food plan
8/3/12 3:35,0.037596,0.003468,0.05482,0.738203,0.051983,0.596122,0.932568,0.0,0.013169,0.864222,0.946499,0.994876,0.882765,..but you were so close! Great job.you can always march in place to get that step count up as well :)
8/3/12 21:43,0.008358,0.031501,0.083811,0.64201,0.093812,0.791422,0.0,0.798695,0.011498,0.918729,0.933171,0.939869,0.876619,Hope you have recovered from your trip to San Antonio.  Keep up the great work with your food choices as well as the food logging.  Looking forward to talking to you next week.
8/3/12 22:00,0.130776,0.471983,0.571857,0.086548,0.599169,0.314961,0.0,0.052683,0.614532,0.971334,0.39568,0.717738,0.831959,"Had another crazy day today.  I spent most of the day in a rural county where I work every other Friday.  Today was my last day to be there since I will retiring soon.  Some of the people wanted to take me out of lunch.  Options were limited.  There are two restaurants in town and one was closed due to a death in the family.  The other restaurant had a buffet and I was told they would have fish since it was Friday.  When we got there, they had run out of fish and only had enchiladas left.  I took two cheese enchiladas, which didn't look too bad because they had a chili sauce on top, not a cheese sauce.  I passed on the beans and rice and had green beans and salad instead,When I got back to my office, the building was surround by police, fire rescue vehicles, etc.  I headed home to find out there had been a bomb threat!"
8/3/12 22:00,0.093442,0.122632,0.111461,0.36056,0.174378,0.762356,0.0,0.88939,0.068097,0.240312,0.637139,0.65767,0.072473,Wow! Talk about eventful
8/3/12 22:00,0.194554,0.114286,0.201097,0.017613,0.54348,0.842004,0.0,0.981002,0.818671,0.377991,0.903822,0.248077,0.91554,Turns out the bomb (or suspected bomb) was in the Driver's License building.  Not a surprise :-) Another dissatisfied customer.
8/6/12 17:22,0.005904,0.007184,0.020021,0.838529,0.048796,0.178218,0.0,0.0,0.011483,0.275486,0.710197,0.870459,0.499839,Fabulous! Way to go! I love the goal
8/6/12 17:23,0.027114,0.054654,0.038001,0.675875,0.07841,0.842108,0.0,0.984352,0.069236,0.307345,0.263308,0.840431,0.453684,I bet that felt really good.
8/7/12 15:09,0.082539,0.011365,0.134266,0.268922,0.347994,0.0,0.0,0.0,0.000193,0.252706,0.036198,0.295768,0.003878,I'm off work today so I've set another 10K walking goal!
8/7/12 15:09,0.004697,0.003355,0.04597,0.822998,0.039017,0.0,0.0,0.0,0.225026,0.274445,0.543244,0.599525,0.305955,Great goal!
8/8/12 20:30,0.029317,0.025606,0.061837,0.756428,0.027401,0.0,0.0,0.0,0.090947,0.278531,0.547778,0.605685,0.38539,Woo Hoo! Great job!
8/11/12 5:21,0.308563,0.027781,0.144645,0.180774,0.251052,0.0,0.0,0.822231,0.41181,0.630909,0.110595,0.743666,0.299482,I got some goodies in the mail from Retofit yesterday!!
8/11/12 5:21,0.06707,0.038546,0.020918,0.752279,0.023545,0.978637,0.0,0.856622,0.493264,0.857582,0.778143,0.685914,0.470528,Yaayy!! let me know if you have any questions! :)
8/12/12 23:30,0.137012,0.473331,0.063351,0.594073,0.519215,0.326305,0.0,0.144406,0.500167,0.700886,0.611929,0.312199,0.35991,Hey    it was great speaking with you today. As per our conversation I'm posting a summary of the tasks for the upcoming weeks. I look forward to seeing you note your small successes on the timeline.Like we discussed your tasks for the upcoming weeks:1. Take the smaller outfit and hang up in visible place 2.To record and log situations in which negative eating occurs and what the triggers are on the timeline and to continue to log successes3. To continue to be thorough and vigilant in recording meals on the timeline.
8/13/12 20:07,0.237841,0.113429,0.210187,0.035627,0.616962,0.656156,0.0,0.813217,0.25108,0.360406,0.076859,0.96478,0.373945,"i am so sorry for the late response... I do not know of any specific brands that I prefer. I would suggest that if you want the extra support to be sure that whatever you decide to buy does  not fit too tightly. A lot of times you can cut off circulation to other areas from applying too much compression. Did you find anything? Again, I am so sorry for my delayed response!"
8/13/12 20:07,0.255235,0.117545,0.280652,0.000298,0.455421,0.574579,0.0,0.966403,0.849459,0.129858,4e-06,0.463165,0.409524,I found one online that is made with small beads of some sort.  I haven't received it yet but it is supposed to conform better.  I had tried one in the past that was made with a silicone bar that went under the knee but I could not wear it for long because I would break out in a rash or abrasion.  Couldn't really tell which.
8/13/12 20:07,0.05834,0.048901,0.056948,0.659077,0.051632,0.730335,0.0,0.0,0.526883,0.992262,0.315613,0.966938,0.791921,"Ok , well let me know when you recieve it and we can see if it is a good fit"
8/13/12 20:27,0.017113,0.061955,0.037868,0.73364,0.045869,0.0,0.0,0.0,0.815451,0.278729,0.597017,0.624561,0.370284,That sounds fabulous
8/13/12 20:37,0.125738,0.040291,0.428704,0.028126,0.422461,0.0,0.0,0.0,0.058037,0.741919,0.434752,0.783239,0.890031,and... how did it go?!
8/13/12 20:37,0.253719,0.038919,0.392489,0.017426,0.369181,0.0,0.0,0.497569,0.609117,0.137325,0.027459,0.360438,0.268396,"It was tougher than usual, but I made it through"
8/15/12 3:01,0.084258,0.006214,0.165052,0.027449,0.723469,0.957077,0.0,0.865388,0.000206,0.091517,0.188952,0.718789,0.031025,"Hard to believe my weight fluctuated that much compared to yesterday!  A Two pound loss is great, but I'm expecting to go back up tomorrow."
8/15/12 13:20,0.022943,0.009395,0.045613,0.747157,0.062534,0.0,0.0,0.966403,0.010265,0.256304,0.55261,0.887994,0.591722,Awesome. How did you feel afterwards?
8/15/12 17:31,0.076835,0.009832,0.031352,0.618112,0.111859,0.883404,0.0,0.920133,0.470118,0.740364,0.962519,0.898249,0.809312,Hey I'm here on Skype for our check in. If you are around can you sign on?Thanks
8/15/12 18:22,0.382724,0.114962,0.039282,0.044687,0.451607,0.0,0.0,0.978371,0.849552,0.814693,0.838588,0.983714,0.512284,"A coworker just stopped in my office and offered me some of those yummy andes mints.  I said """"no, thanks""""!"
8/15/12 18:22,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.281424,0.274434,0.543324,0.599483,0.292376,Success!
8/15/12 18:22,0.012092,0.004195,0.010047,0.861279,0.042256,0.0,0.0,0.0,0.286408,0.274434,0.543328,0.599483,0.295194,Nice!
8/15/12 18:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286126,0.274434,0.543331,0.599483,0.291797,*WIN
8/16/12 0:28,0.022191,0.059563,0.02544,0.719892,0.061907,0.985771,0.0,0.902459,0.436344,0.817048,0.994869,0.956775,0.58989,Great job with your continued logging and fantastic food choices.  Let me know if you have any questions.  Take care.
8/19/12 13:47,0.100653,0.027918,0.083101,0.299652,0.327342,0.417844,0.767592,0.0,0.480427,0.127156,0.066412,0.083093,0.641633,Exactly! Something is always better than nothing... if you don't have the time an abbreviated version is ALWAYS an option.
8/21/12 23:27,0.059647,0.030838,0.106286,0.001258,0.836923,0.269244,0.0,0.0,0.000132,0.838675,0.228113,0.375286,0.48524,"Went over my calorie goal today :-(  Had a hard time spacing out my food because I went didn't work today, had errands to do, and went to a lunchtime meeting."
8/22/12 0:11,0.096668,0.023678,0.349079,0.006487,0.582247,0.0,0.0,0.0,1e-06,0.207188,0.08776,0.804672,0.023772,"Not feeling well, so I didn't go rowing today."
8/22/12 23:24,0.258142,0.018136,0.315008,0.00066,0.489935,0.0,0.0,0.0,0.016414,0.223169,0.258234,0.597268,0.042947,Still not feeling well :-(
8/22/12 23:24,0.010049,0.026757,0.723978,0.046683,0.187721,0.0,0.0,0.75152,0.000618,0.181254,0.461159,0.781331,0.097067,So sorry to hear! Feel better!
8/23/12 3:05,0.060891,0.076006,0.265298,0.002938,0.661379,0.910854,0.0,0.928648,0.248758,0.608696,0.361441,0.836683,0.086139,Sorry you are not feeling well.  Take care of yourself.  Let me know if you need anything.
8/24/12 17:11,0.043773,0.009896,0.139011,0.394419,0.236101,0.0,0.0,0.991679,0.001244,0.79444,0.87535,0.932893,0.657378,"Hey ,How are you feeling today? I hope better...Any plans for the weekend?"
8/24/12 17:11,0.081278,0.001358,0.049386,0.626326,0.093086,0.0,0.512251,0.0,0.282772,0.374584,0.148105,0.254572,0.178972,"I'm feeling a little better.  Whatever I'm doing this weekend, it will be inside :-)  Between the heat, mosquitoes, and spraying they've been doing to eradicate West Nile virus, it's not a good time to be outdoors.  Last weekend, I cleaned out my refrigerator and linen closet.  Not much fun, but I felt good afterwards.  Plus it's good exercise -- all that bending, climbing, carrying, etc....!"
8/24/12 17:11,0.232427,0.182776,0.112194,0.08662,0.395429,0.412493,0.0,0.770435,0.456259,0.110875,0.423614,0.074849,0.464118,Oh wow..it sounds like you got it worse than us in the midwest as far as mosquitoes. Nothing like having a clean house and getting a good workout in... Killing 2 birds with 1 stone. :)
8/25/12 15:25,0.033474,0.018184,0.041338,0.694011,0.083734,0.280846,0.0,0.0,0.010681,0.295415,0.473588,0.792077,0.591501,I love it! Way to go
8/25/12 18:09,0.013244,0.02518,0.043265,0.763387,0.052428,0.772105,0.838624,0.0,0.174415,0.750877,0.833257,0.863083,0.484139,",  Glad you are feeling better.  As always....love to see your consistent food logging!  How is the....table/chair/plate going?  I know it can be difficult...but useful long-term.  Have a great weekend...even if it is indoors!"
8/26/12 21:39,0.026853,0.042295,0.052078,0.613116,0.117809,0.0,0.880065,0.0,0.648781,0.15667,0.892892,0.295622,0.690593,That sounds like the perfect post-sick day. Great job jumping back on the band wagon.
8/27/12 13:15,0.25596,0.045629,0.224315,0.001809,0.552559,0.643758,0.0,0.647781,0.907631,0.279664,0.317953,0.581374,0.317369,what were you doing when you felt the pain? The specific movement? Has this been an ongoing issue?
8/27/12 13:15,0.207668,0.163943,0.162665,0.085145,0.390885,0.843513,0.0,0.698156,0.011662,0.614283,0.019298,0.036013,0.065379,Has been a problem for about one month.  I think target practice Saturday night started this episode and Pilates aggravated it.
8/27/12 14:09,0.050213,0.007319,0.076584,0.70368,0.04162,0.0,0.0,0.981002,0.000775,0.825013,0.907325,0.988333,0.780436,"Hey ,I hope you had a great weekend! Do you have a couple minutes to chat today or tomorrow?"
8/27/12 14:09,0.11383,0.029248,0.143248,0.209203,0.38183,0.0,0.0,0.88939,0.271838,0.285023,0.498119,0.609026,0.092264,Anytime Tuesday between 1130 am and 2 pm
8/27/12 14:09,0.05239,0.009018,0.115445,0.643448,0.044758,0.0,0.0,0.88939,0.146431,0.551987,0.520778,0.851643,0.136344,I will call you around 11:30am tomorrow. :)
8/27/12 14:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288567,0.274434,0.543322,0.599483,0.292921,okay
8/27/12 14:09,0.379407,0.03908,0.169932,0.047987,0.390112,0.0,0.0,0.994446,0.176587,0.274259,0.544289,0.598801,0.281799,phone or skype?
