ConversationID,occurredDate,conversationType,notesLength,emoticon,notes
5004c512e4b056530e609226,7/17/12 1:51,Client,39,,"Yes, that's fine with me. See you then."
5004de69e4b056530e50c968,7/17/12 3:39,FoodLog,6,,at 8pm
5005726ae4b056530e6093b9,7/17/12 14:10,Client,22,,BMI under 30 today!!!!
5005726ae4b056530e6093b9,7/17/12 14:10,Client,4,,Yes!
500572b6e4b056530e6093be,7/17/12 14:12,Client,42,,Forgot to wear my Fitbit to work today :-(
5005b04be4b056530e6095b9,7/17/12 18:34,Client,128,,Picked up fitbit at lunch.  Sleep data from last night seems to be most accurate yet.  Will keep it on normal sensitivity level.
5005cc77e4b056530e6096bd,7/17/12 20:35,Client,47,,Have a Pilates class scheduled for Thursday :-)
5005cc77e4b056530e6096bd,7/17/12 20:35,Client,96,,Look at you go! Fantastic! I can't wait to hear what you think of it! I personally LOVE pilates.
50061061e4b056530e50cd78,7/18/12 1:24,FoodLog,45,,Love all of your food logging!!!!  Way to go!
500707c0e4b056530e50d1e3,7/18/12 19:00,FoodLog,25,,and 2 multigrain crackers
500c92e1e4b056530e60acbf,7/22/12 23:55,Client,1011,,"Hey , it was so great to meet you today.  Below are the articles, book title and  tasks we discussed. I‰Ûªm excited to work together and look forward to seeing your posts. TasksContinue stress breaks into day Continue logging food consistently Start reaching out using the dashboard to track successes Eat one meal mindfully per weekBookFull Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness by Jon Kabat-ZinnEating Mindfully Checklisthttp://eatingmindfully.com/wp-content/uploads/2012/01/Awarenesschecklist.pdfEating Mindfully Graphicshttp://eatingmindfully.com/wp-content/uploads/2012/01/mindfuleatingplate1.pdfSelf Rating Hunger Scalehttp://medweb.mit.edu/pdf/hunger_scale.pdfTips for avoiding mindless eating/general tips to eat lesshttp://mindlesseating.org/pdf/Mindless_Dieting_01.pdfMindful Dieting Websitehttp://www.beckdietsolution.com/Listening to Hungerhttp://amihungry.com/pdf/consumed-newsletter-vol-ii-issue-3.pdf"
500cae98e4b056530e60acf7,7/23/12 1:53,Client,37,,Just ordered the Kabat-Zinn book. :-)
500d776be4b056530e60afb6,7/23/12 16:10,Client,364,,"Went to doctor this morning for a flare up of Morton's neuroma on my left foot.  It causes burning pain on the top and bottom foot at the base of the toes.  Received an injection and am supposed to stay off my feet for a few days.  I have a wheelchair stored in the garage.  I'm going to take it out and use that at home to get my """"steps"""" in for the next few days."
500d776be4b056530e60afb6,7/23/12 16:10,Client,264,,"That sounds terrible. I am so sorry! Have you been getting these flare ups on and off over the years? How often? Can you recall any time when it """"triggers"""" it per se?On the positive side.. You will be getting a good upper body workout wheeling yourslef around :)"
500d776be4b056530e60afb6,7/23/12 16:10,Client,577,,"Yes, I have had this for several years.  I think it is related to when I broke that foot five years ago.  It has been under fairly good control that past year because I learned some exercises at PT that I now do at home.  I think it flared up after I went rowing a couple of weeks ago due to the strap that holds your foot in.  I have been rowing since and focused on not pulling my feet against the straps and did fine.  Do you have any suggestions for a good video for wheelchair exercises/aerobics?  I need to figure out some back up exercises I can do in these instances."
500d776be4b056530e60afb6,7/23/12 16:10,Client,30,,So sorry to hear. feel better!
500d776be4b056530e60afb6,7/23/12 16:10,Client,52,,I will send a few links you way some time this week!
500dabb4e4b056530e60b170,7/23/12 19:53,Client,77,,"So sorry to hear about your foot. What a bummer!Did you get your wheelchair?"
500dabb4e4b056530e60b170,7/23/12 19:53,Client,222,,"Yes, I have one from when I broke it.  I just have to limit being on my foot for a couple of days so I'll use it at home in the evenings so that I can stay mobile/active rather than sitting at the computer or TV all night."
500e05d2e4b056530e60b431,7/24/12 2:17,Client,175,,So much for staying off my feet.  I ended up having to go back to work tonight.  I can 't say I ate dinner mindfully tonight but I did take the time to prepare the right food.
500ec543e4b056530e60b645,7/24/12 15:54,Client,38,,Yay!  Weight is down in the 185 range.
500ec543e4b056530e60b645,7/24/12 15:54,Client,22,,Look at you! Congrats!
500ec543e4b056530e60b645,7/24/12 15:54,Client,10,,Nice work!
500eec56e4b056530e60b7a2,7/24/12 18:41,Client,436,,My foot feels a lot better today in spite of the fact that I did not minimize my weight bearing per doctors suggestion.  This has historically been part of my problem.  I will push myself regarding my various orthopedic problems and than end up having to sit out longer - vicious cycle. I really have to work sometimes to tell myself that I need to stop doing something or not do something that particular day because I am feeling pain.
500f6f26e4b056530e60baaa,7/25/12 3:59,Client,149,,Wednesday will be a challenge.  I will be working late and out of town with a group of coworkers.  Will have to carefully plan and take food with me.
501043eae4b056530e60bd0e,7/25/12 19:07,Client,299,,"Woo Hoo!  Done over three pounds now.Yesterday evening, I attempted to mindfully eat dinner. TV off, reading material put away.  I started off great but then started to go over in my head what needed to be done at work today.  Didn't realize it until the meal was almost oever. Need more practice!"
5010b579e4b056530e5c0524,7/26/12 3:11,ExerciseLog,52,,"This is great! How did your foot feel during class?"
5010b579e4b056530e5c0524,7/26/12 3:11,ExerciseLog,117,,"I was kind of worried about it, thinking I might have to sit out some things, but I didn't have any problems with it."
5010b579e4b056530e5c0524,7/26/12 3:11,ExerciseLog,8,,Oh good!
5012e15fe4b056530e60c823,7/27/12 18:43,Client,731,,"Hey ...Looking good! I wanted to let you know that Sunday, July 29th, we will be doing system maintenance and you may not be able to log food or exercise during the system update. We apologize for the inconvenience. The update is planned from 7am-11am and we will do our best to keep any service interruption to a minimum. Also, if you haven't already, please complete our quarterly client survey so we can be sure we're doing everything we can to make Retrofit the best healthy living weight loss program out there. It will take only a few minutes and give us valuable insight. It's totally confidential if you want it to be! You can find the survey here: https://www.surveymonkey.com/s/RetrofitClientSurveyJuly12"
5014122fe4b056530e60cfd6,7/28/12 16:24,Client,71,,"As I lose weight, my fat % is increasing.  I'm wondering why that is???"
5014122fe4b056530e60cfd6,7/28/12 16:24,Client,132,,It's fluctuating a little.... This can be normal depending on your hydration level at the time of weigh in. We'll keep an eye on it.
501720d4e4b056530e60da10,7/31/12 0:03,Client,61,,Nice work on losing weight for each of the first three weeks!
50172e41e4b056530e60daa1,7/31/12 1:00,Client,983,,"It was so great to meet you tonight ! You are heading on the right track, that's for sure. A few key points I want you take away from our session are:Goals:- CONSISTENCY IS KEY; I want you to continue your routine for the next 3 weeks and not skip a beat.- Make the conscious effort to increase her steps during the week; I want the intention at this point in time.. Progress, not perfection! - Log everything‰Û¢ Never skip more than 2 days of exercise in a row‰Û¢Something is ALWAYS better than nothing‰Û¢Be efficient. Work out smarter not necessarily harder/longer‰Û¢Choosing exercises you enjoy will increase the likelihood of compliance‰Û¢Make exercise as convenient as possible‰Û¢Be flexible with your exercise routine. Instead of skipping a workout because you‰Ûªre pressed for time, do an abbreviated versionI cannot wait to keep an eye on your progress! Log away! If you ever have any questions please reach out.. That's what we are here for!Talk to you soon!"
5018a7dee4b056530e60e04e,8/1/12 3:51,Client,130,,I changed my profile picture to a picture of my bathroom window.  My boyfriend puts notes of encouragement on the mirror each day.
5018a7dee4b056530e60e04e,8/1/12 3:51,Client,12,,I love that!
5018a7dee4b056530e60e04e,8/1/12 3:51,Client,9,,So sweet!
5018a7dee4b056530e60e04e,8/1/12 3:51,Client,15,,That's awesome!
5019f0d5e4b056530e60e4e9,8/2/12 3:15,Client,329,,Tomorrow I'll be driving to San Antonio and back.  I'll take food for breakfast/snacks with me but will probably go out to eat with coworkers.  Since I'm from out of town I'll probably get to choose the place. I'll have to choose someplace where I can get a salad or fish.  Preferably a place that doesn't put bread on the table.
501b46f3e4b056530e60ea30,8/3/12 3:35,Client,113,,Had a long exhausting day to San Antonio and back.  Did good on my food intake but not quite up to 5000 steps :-(
501b46f3e4b056530e60ea30,8/3/12 3:35,Client,76,,Celebrate the fact thst despite the exhausting day you kept to the food plan
501b46f3e4b056530e60ea30,8/3/12 3:35,Client,103,,"..but you were so close! Great job.you can always march in place to get that step count up as well :)"
501c45fee4b056530e60ee83,8/3/12 21:43,Client,176,,Hope you have recovered from your trip to San Antonio.  Keep up the great work with your food choices as well as the food logging.  Looking forward to talking to you next week.
501c49e5e4b056530e60eebd,8/3/12 22:00,Client,832,,"Had another crazy day today.  I spent most of the day in a rural county where I work every other Friday.  Today was my last day to be there since I will retiring soon.  Some of the people wanted to take me out of lunch.  Options were limited.  There are two restaurants in town and one was closed due to a death in the family.  The other restaurant had a buffet and I was told they would have fish since it was Friday.  When we got there, they had run out of fish and only had enchiladas left.  I took two cheese enchiladas, which didn't look too bad because they had a chili sauce on top, not a cheese sauce.  I passed on the beans and rice and had green beans and salad instead,When I got back to my office, the building was surround by police, fire rescue vehicles, etc.  I headed home to find out there had been a bomb threat!"
501c49e5e4b056530e60eebd,8/3/12 22:00,Client,24,,Wow! Talk about eventful
501c49e5e4b056530e60eebd,8/3/12 22:00,Client,127,,Turns out the bomb (or suspected bomb) was in the Driver's License building.  Not a surprise :-) Another dissatisfied customer.
501ffd72e4b056530e5c11be,8/6/12 17:22,ExerciseLog,36,,Fabulous! Way to go! I love the goal
501ffdace4b056530e5c1252,8/6/12 17:23,ExerciseLog,28,,I bet that felt really good.
50212fc4e4b056530e60fce0,8/7/12 15:09,Client,56,,I'm off work today so I've set another 10K walking goal!
50212fc4e4b056530e60fce0,8/7/12 15:09,Client,11,,Great goal!
5022cc77e4b056530e5c160d,8/8/12 20:30,ExerciseLog,19,,Woo Hoo! Great job!
50273d67e4b056530e6113ce,8/11/12 5:21,Client,55,,I got some goodies in the mail from Retofit yesterday!!
50273d67e4b056530e6113ce,8/11/12 5:21,Client,49,,Yaayy!! let me know if you have any questions! :)
50283c7de4b056530e6115de,8/12/12 23:30,Client,536,,"Hey    it was great speaking with you today. As per our conversation I'm posting a summary of the tasks for the upcoming weeks. I look forward to seeing you note your small successes on the timeline.Like we discussed your tasks for the upcoming weeks:1. Take the smaller outfit and hang up in visible place 2.To record and log situations in which negative eating occurs and what the triggers are on the timeline and to continue to log successes3. To continue to be thorough and vigilant in recording meals on the timeline."
50295e85e4b056530e5c1894,8/13/12 20:07,ExerciseLog,376,,"i am so sorry for the late response... I do not know of any specific brands that I prefer. I would suggest that if you want the extra support to be sure that whatever you decide to buy does  not fit too tightly. A lot of times you can cut off circulation to other areas from applying too much compression. Did you find anything? Again, I am so sorry for my delayed response!"
50295e85e4b056530e5c1894,8/13/12 20:07,ExerciseLog,326,,I found one online that is made with small beads of some sort.  I haven't received it yet but it is supposed to conform better.  I had tried one in the past that was made with a silicone bar that went under the knee but I could not wear it for long because I would break out in a rash or abrasion.  Couldn't really tell which.
50295e85e4b056530e5c1894,8/13/12 20:07,ExerciseLog,76,,"Ok , well let me know when you recieve it and we can see if it is a good fit"
50296333e4b056530e5c1a07,8/13/12 20:27,ExerciseLog,20,,That sounds fabulous
5029658ce4b056530e5c1ac8,8/13/12 20:37,ExerciseLog,22,,and... how did it go?!
5029658ce4b056530e5c1ac8,8/13/12 20:37,ExerciseLog,48,,"It was tougher than usual, but I made it through"
502b10fce4b056530e6123ea,8/15/12 3:01,Client,139,,"Hard to believe my weight fluctuated that much compared to yesterday!  A Two pound loss is great, but I'm expecting to go back up tomorrow."
502ba22ee4b056530e5c1e10,8/15/12 13:20,ExerciseLog,37,,Awesome. How did you feel afterwards?
502bdcfee4b056530e6126d3,8/15/12 17:31,Client,93,,"Hey I'm here on Skype for our check in. If you are around can you sign on?Thanks"
502be8cde4b056530e6126f3,8/15/12 18:22,Client,106,,"A coworker just stopped in my office and offered me some of those yummy andes mints.  I said """"no, thanks""""!"
502be8cde4b056530e6126f3,8/15/12 18:22,Client,8,,Success!
502be8cde4b056530e6126f3,8/15/12 18:22,Client,5,,Nice!
502be8cde4b056530e6126f3,8/15/12 18:22,Client,4,,*WIN
502c3eafe4b056530e6128ca,8/16/12 0:28,Client,117,,Great job with your continued logging and fantastic food choices.  Let me know if you have any questions.  Take care.
5030ee55e4b056530e5c228b,8/19/12 13:47,ExerciseLog,122,,Exactly! Something is always better than nothing... if you don't have the time an abbreviated version is ALWAYS an option.
50356ae9e4b056530e614aac,8/21/12 23:27,Client,158,,"Went over my calorie goal today :-(  Had a hard time spacing out my food because I went didn't work today, had errands to do, and went to a lunchtime meeting."
503423c5e4b056530e6144ef,8/22/12 0:11,Client,46,,"Not feeling well, so I didn't go rowing today."
50356a37e4b056530e614aa7,8/22/12 23:24,Client,26,,Still not feeling well :-(
50356a37e4b056530e614aa7,8/22/12 23:24,Client,30,,So sorry to hear! Feel better!
50359e13e4b056530e614bbd,8/23/12 3:05,Client,90,,Sorry you are not feeling well.  Take care of yourself.  Let me know if you need anything.
5037b5cbe4b056530e615529,8/24/12 17:11,Client,87,,"Hey ,How are you feeling today? I hope better...Any plans for the weekend?"
5037b5cbe4b056530e615529,8/24/12 17:11,Client,395,,"I'm feeling a little better.  Whatever I'm doing this weekend, it will be inside :-)  Between the heat, mosquitoes, and spraying they've been doing to eradicate West Nile virus, it's not a good time to be outdoors.  Last weekend, I cleaned out my refrigerator and linen closet.  Not much fun, but I felt good afterwards.  Plus it's good exercise -- all that bending, climbing, carrying, etc....!"
5037b5cbe4b056530e615529,8/24/12 17:11,Client,186,,"Oh wow..it sounds like you got it worse than us in the midwest as far as mosquitoes. Nothing like having a clean house and getting a good workout in... Killing 2 birds with 1 stone. :)"
5038ee7ae4b056530e5c2bbd,8/25/12 15:25,ExerciseLog,20,,I love it! Way to go
503914cce4b056530e61588a,8/25/12 18:09,Client,235,,",  Glad you are feeling better.  As always....love to see your consistent food logging!  How is the....table/chair/plate going?  I know it can be difficult...but useful long-term.  Have a great weekend...even if it is indoors!"
503a979ee4b056530e5c2cd0,8/26/12 21:39,ExerciseLog,85,,That sounds like the perfect post-sick day. Great job jumping back on the band wagon.
503b72d9e4b056530e5c2d84,8/27/12 13:15,ExerciseLog,98,,what were you doing when you felt the pain? The specific movement? Has this been an ongoing issue?
503b72d9e4b056530e5c2d84,8/27/12 13:15,ExerciseLog,127,,Has been a problem for about one month.  I think target practice Saturday night started this episode and Pilates aggravated it.
503b7fa0e4b056530e615d47,8/27/12 14:09,Client,104,,"Hey ,I hope you had a great weekend! Do you have a couple minutes to chat today or tomorrow?"
503b7fa0e4b056530e615d47,8/27/12 14:09,Client,40,,Anytime Tuesday between 1130 am and 2 pm
503b7fa0e4b056530e615d47,8/27/12 14:09,Client,43,,I will call you around 11:30am tomorrow. :)
503b7fa0e4b056530e615d47,8/27/12 14:09,Client,4,,okay
503b7fa0e4b056530e615d47,8/27/12 14:09,Client,15,,phone or skype?
503c0377e4b056530e61620b,8/27/12 23:32,Client,346,,"Hey , it was great to meet again.  As we discussed, remember to continue:1.Keeping motivators handy and looking at them multiple times during the day- especially when entering tempting situation2.Keeping track of both slip-ups and success on the timeline3.  Logging food consistently4.  Trying to record an ABCDE thought situation"
503cf760e4b056530e616667,8/28/12 16:52,Client,319,,"Hey ! First off, I love to see all the greeen at the top of your page :)Secondly, I would love to get a session on the books with you for sometime next week. What do you have available? I have a great, wide open schedule... So, you pick the time and date and I will make it happen.Speak to you soon!"
503cf760e4b056530e616667,8/28/12 16:52,Client,78,,"How about next Tuesday, 9/4, at 11:00 am or in the evening at 5, 530, or 6:00?"
503cf760e4b056530e616667,8/28/12 16:52,Client,66,,9/4 11a is great. I am setting us up now! I will talk to you then!
503e4903e4b056530e5c31d5,8/29/12 16:53,ExerciseLog,10,,Very nice.
503e4903e4b056530e5c31d5,8/29/12 16:53,ExerciseLog,32,,What do you do when you go swim?
503e4903e4b056530e5c31d5,8/29/12 16:53,ExerciseLog,212,,"This time I mostly did a kickboard.  I swam a couple of laps freestyle, but since my elbow has been bothering me I didn't want to overdo it.  I also did some deep water treading, doing figure eights with my arms."
503f8db6e4b056530e6171d7,8/30/12 15:58,Client,27,,Yay!  Broke the 180 mark!!!
503f8db6e4b056530e6171d7,8/30/12 15:58,Client,11,,Yaaayyy!!! 
503f8db6e4b056530e6171d7,8/30/12 15:58,Client,11,,Congrats!!!
503f8db6e4b056530e6171d7,8/30/12 15:58,Client,27,,You are awesome!  Congrats!
503f8db6e4b056530e6171d7,8/30/12 15:58,Client,99,,"Such an awesome WIN!!! A great way to start the holiday weekend! Keep up the great work !"
5042a0d4e4b056530e617d0d,9/1/12 23:57,Client,351,,"Was on a boat in the gulf of Mexico most of the day so I'll have to work to get all my steps in.  Not much opportunity on board.  Did see a family of porpoise though, so it was worth it :-)  Also took my own food so I was able to avoid things like potato salad, potato chips, goldfish crackers (all right, I had three), and homemade choc chip cookies."
5042a0d4e4b056530e617d0d,9/1/12 23:57,Client,39,,That's fantastic! Nice preplanning work
5042a0d4e4b056530e617d0d,9/1/12 23:57,Client,255,,"The hostess was very nice about me bringing my own food.  She made sure I had everything I needed and gave me a """"pat on the back/keep up the good work"""" when we left.  We usually go to her house for Thanksgiving so it is good to know how supportive she is."
5042a0d4e4b056530e617d0d,9/1/12 23:57,Client,20,,That is so wonderful
5049308ee4b056530e619700,9/3/12 23:23,Client,268,,"Had a bad late evening.  Was """"starving"""" around midnight and had about 3 oz of cheese and a couple of crackers.  Brought my calorie total to a little over 2000 for the day.  I think that's the most I've had in one day since I started.  I guess it could have been worse."
5049308ee4b056530e619700,9/3/12 23:23,Client,301,,"That's good control for a craving.  remember that by definition a craving is both transitory and, can be satisfied with a  little of the food that is being craved.  Taking out a small discrete amount and slowly eating it will do wonders to address it. We'll talk more about cravings when we meet next."
5049308ee4b056530e619700,9/3/12 23:23,Client,183,,"Good point.  I felt bad that I """"gave in"""" but at least it was somewhat controlled, rather than a gallon of ice cream.  :-)  I guess 2 crackers and a piece of cheese isn't all that bad."
5049308ee4b056530e619700,9/3/12 23:23,Client,50,,Exactly! Now you're ready to come rip-roarin back!
504931f4e4b056530e619709,9/5/12 23:29,Client,294,,"Long day today - in the car 6 hours, in classroom 5 hours; not a lot of opportunity for exercise.  Plus there was a little retirement reception for me in our Laredo office.  One of my coworkers had made a pineapple cake.  Luckily, it was a sheet cake so it was pretty easy to cut a small piece."
50491a64e4b056530e61964f,9/6/12 21:49,Client,57,,Keep up the awesome work ! I love all that green
504932c9e4b056530e61970f,9/6/12 23:33,Client,322,,"I just caught up several days of meals on my timeline.  I do log everything I eat daily or as I eat it on Fitbit.  If I have time, I will transfer over here.  I've been so busy the past few days that I'm just now transferring.  Just wanted y'all that I am logging at least daily and most of the time, more than once daily."
50493d7fe4b056530e5c3b47,9/7/12 0:19,ExerciseLog,42,,Perfect! Let me know if you have questions
504a2398e4b056530e5c3b8a,9/7/12 16:40,ExerciseLog,62,,Yaayy! Fabulous. That is very good! How are you feeling today?
504a2398e4b056530e5c3b8a,9/7/12 16:40,ExerciseLog,15,,No ill effects!
504a2398e4b056530e5c3b8a,9/7/12 16:40,ExerciseLog,17,,Woo Hoo! Awesome!
504cd24fe4b056530e61a209,9/9/12 17:30,Client,307,,"Bummed about my weight goin back up :-(  I started my period last night so perhaps that's part of it.  I've also been """"approximating"""" some of my measurements to save time.  I think when you do that over a period, you get slight drift upward as time goes by, so I'm measuring everything again starting today."
504cd24fe4b056530e61a209,9/9/12 17:30,Client,377,,I am sure seeing your weight fluctuate is frustrating and I am sure your period has something to do with it.  Probably having some water retention for sure.  Focus on upping the water a tad and I know getting back to the measuring will help too!  You have come so far and you are doing so great....don't forget that we are all here for you!!!  Let me know if you need anything.
504cd24fe4b056530e61a209,9/9/12 17:30,Client,130,,"Thanks for the pep talk, Tarie.  I'm packing to head to Austin tomorrow for two nights.  Am measuring food/snacks to take with me."
50520475e4b056530e63cc17,9/10/12 16:06,Client,45,,Drove to Austin this afternoon for two nights
505205e8e4b056530e63cc1a,9/11/12 16:12,Client,269,,"Dinner was the first time I ate out in Austin.  I have a feeling there may have been some hidden calories in the sandwich, such as not knowing what the mushroom had been marinated in.  However, I did choose a salad for my side dish rather than fries, potato salad, etc."
5052080ce4b056530e63cc1d,9/12/12 16:21,Client,61,,"Four hours in the antique mall today, then driving back to CC"
505208e9e4b056530e63cc20,9/12/12 16:25,Client,333,,"ABCDE --Adversity - elbow painBelief - If I stop exercising, I'll stop losing weightConsequence - period of pain is lengthenedDispute - in the long run I'll have more opportunities to exercise, if I rest now and let it healEnergize - choosing other types of exercise that may not burn as many calories, but keep me in the habit."
505208e9e4b056530e63cc20,9/12/12 16:25,Client,32,,Excellent use of the ABCDE model
50527af9e4b056530e653e6a,9/14/12 0:31,Client,361,,"Hey , it was great to meet again.  As we discussed, remember to continue:1. Put the October motivator somewhere where it can be visible2. post more ABCDE modelsHere are some of the tools and articles we discussed:http://weightloss.about.com/cs/behavior/a/aa021402a.htmhttp://www.fitwoman.com/support/fitbriefings/changing-negative-self-talk/"
50532662e4b056530e5d17d0,9/14/12 12:43,ExerciseLog,89,,I'm glad you logged this! It all counts! How are you today? That's a good practice run :)
50532662e4b056530e5d17d0,9/14/12 12:43,ExerciseLog,197,,"My feet were tired at the end of the day but not to the point that it would keep me from doing anything.  They were fine the next morning.  As a matter of fact, I went back to the antique mall! :-)"
50553bd1e4b056530e63cc25,9/16/12 2:39,Client,168,,"When I'm here by myself, it's much easier to eat """"mindfully"""".  I just had a wonderful bowl of oatmeal and could taste the dried fruit and nuts individually as I ate it."
50553bd1e4b056530e63cc25,9/16/12 2:39,Client,174,,I love that you are enjoying your meal... How do you think you could focus your attention to the specific components you are eating when you aren't alone? Just like you did? 
50553bd1e4b056530e63cc25,9/16/12 2:39,Client,67,,that's fantastic! Were you able to experience greater satisfaction?
50553bd1e4b056530e63cc25,9/16/12 2:39,Client,129,," - perhaps eat in the garage :-)  LOL!  I think I just need to take advantage when I'm able.  And, yes, much more satisfying."
50569d5fe4b056530e63cc2e,9/17/12 3:47,Client,168,,"Will be swimming on Mondays and Wednesdays starting tomorrow.  My elbow has been a lot better, but I may just use the kickboard tomorrow to give it a little extra time."
50569d5fe4b056530e63cc2e,9/17/12 3:47,Client,87,,"Swimming is a great exercise all around, especially when you have an injury.  Good move"
50571467e4b056530e5d17d8,9/17/12 12:15,ExerciseLog,103,,Fabulous! Do you mind emailing it to me or posting it here as well? I'd love to see your plan of action
5057371ee4b056530e5d17dd,9/17/12 14:43,ExerciseLog,140,,Oh yes it is! Static holds are brutal! But oh so good at the same time :) If one minute is tough u can always work up to it 15 sec at a time
505792bfe4b056530e63cc33,9/17/12 21:14,Client,21,,Yay!  Down below 179.
505792bfe4b056530e63cc33,9/17/12 21:14,Client,117,,Congrats! You hit and shattered the 1/3rd of the weight loss goal mark.  Looking forward to seeing the 7.5% mark hit!
505792bfe4b056530e63cc33,9/17/12 21:14,Client,0,ThumbsUp,
5058a8b5e4b056530e6aedfb,9/18/12 17:00,Client,58,,"Hi ,I'm on Skype for our call. Can you sign in?"
5058a8b5e4b056530e6aedfb,9/18/12 17:00,Client,56,,Sorry...I was a little early. :) Call you in 30 minutes.
5059f3e7e4b056530e5d17e8,9/19/12 16:33,ExerciseLog,30,,That sounds like a great idea.
505a4d7de4b056530e6ac209,9/19/12 22:55,Client,181,,"Doing great !  Are you still feeling satisfied with your food choices?  Have you had any other opportunities for """"mindful eating?"""" Looking forward to our session next week."
505a4d7de4b056530e6ac209,9/19/12 22:55,Client,177,,"Yes, I'm still liking all my food.  I'm thinking I need to look back in the Retrofit recipe book though because there were a lot more things that looked good that I never tried."
505a4d7de4b056530e6ac209,9/19/12 22:55,Client,194,,"Excellent idea.  Always good to keep it """"fresh""""...with new, healthy, delicious food!  I try to find/make 1 new thing each week!  Let me know if you need any help or ideas!  Have a great weekend!"
505c6e25e4b056530e5d17ed,9/21/12 13:39,ExerciseLog,10,,Fantastic!
